Year,Quarter,Month,Day,Category,Sum of Sales
2017,Qtr 3,September,5,Technology,546.784
2017,Qtr 3,September,6,Furniture,722.352
2017,Qtr 3,September,6,Office Supplies,229.74
2017,Qtr 3,September,6,Technology,361.444
2017,Qtr 3,September,8,Furniture,3374.9816
2017,Qtr 3,September,8,Office Supplies,966.29
2017,Qtr 3,September,8,Technology,152.712
2017,Qtr 3,September,9,Furniture,15.008
2017,Qtr 3,September,9,Office Supplies,69.984
2017,Qtr 3,September,10,Furniture,300.93
2017,Qtr 3,September,10,Office Supplies,553.754
2017,Qtr 3,September,10,Technology,1239.64
2017,Qtr 3,September,11,Office Supplies,501.032
2017,Qtr 3,September,11,Technology,5900.986
2017,Qtr 3,September,12,Furniture,1679.872
2017,Qtr 3,September,12,Office Supplies,196.268
2017,Qtr 3,September,12,Technology,167.652
2017,Qtr 3,September,13,Furniture,1336.44
2017,Qtr 3,September,13,Office Supplies,858.37
2017,Qtr 3,September,13,Technology,179.92
2017,Qtr 3,September,14,Office Supplies,699.488
2017,Qtr 3,September,14,Technology,437.85
2017,Qtr 3,September,15,Furniture,1128.39
2017,Qtr 3,September,15,Office Supplies,972.792
2017,Qtr 3,September,16,Furniture,395.446
2017,Qtr 3,September,16,Office Supplies,30.44
2017,Qtr 3,September,17,Furniture,430.008
2017,Qtr 3,September,17,Office Supplies,600.1
2017,Qtr 3,September,17,Technology,1013.018
2017,Qtr 3,September,18,Furniture,3218.74
2017,Qtr 3,September,18,Office Supplies,1292.358
2017,Qtr 3,September,18,Technology,239.984
2017,Qtr 3,September,19,Furniture,1599.324
2017,Qtr 3,September,19,Office Supplies,1990.038
2017,Qtr 3,September,19,Technology,249.95
2017,Qtr 3,September,20,Furniture,279.36
2017,Qtr 3,September,20,Office Supplies,952.644
2017,Qtr 3,September,22,Furniture,100.672
2017,Qtr 3,September,22,Office Supplies,253.454
2017,Qtr 3,September,22,Technology,63.936
2017,Qtr 3,September,23,Furniture,1114.426
2017,Qtr 3,September,23,Office Supplies,207.719
2017,Qtr 3,September,24,Furniture,931.202
2017,Qtr 3,September,24,Office Supplies,1354.848
2017,Qtr 3,September,25,Furniture,1141.431
2017,Qtr 3,September,25,Office Supplies,742.622
2017,Qtr 3,September,25,Technology,499.95
2017,Qtr 3,September,26,Furniture,1627.4805
2017,Qtr 3,September,26,Office Supplies,538.71
2017,Qtr 3,September,26,Technology,531.976
2017,Qtr 3,September,27,Furniture,956.6648
2017,Qtr 3,September,27,Office Supplies,34.737
2017,Qtr 3,September,27,Technology,1001.584
2017,Qtr 3,September,28,Office Supplies,99.136
2017,Qtr 3,September,29,Office Supplies,202.382
2017,Qtr 3,September,29,Technology,1069.17
2017,Qtr 3,September,30,Furniture,523.92
2017,Qtr 3,September,30,Office Supplies,1.964
2017,Qtr 4,October,1,Furniture,567.286
2017,Qtr 4,October,1,Office Supplies,64.716
2017,Qtr 4,October,1,Technology,149.412
2017,Qtr 4,October,2,Office Supplies,953.022
2017,Qtr 4,October,2,Technology,17499.95
2017,Qtr 4,October,3,Furniture,1552.508
2017,Qtr 4,October,3,Office Supplies,128.188
2017,Qtr 4,October,4,Furniture,250.94
2017,Qtr 4,October,4,Office Supplies,209.252
2017,Qtr 4,October,4,Technology,5452.59
2017,Qtr 4,October,6,Office Supplies,58.73
2017,Qtr 4,October,6,Technology,771.67
2017,Qtr 4,October,7,Office Supplies,136.112
2017,Qtr 4,October,7,Technology,837.6
2017,Qtr 4,October,8,Furniture,51.712
2017,Qtr 4,October,8,Office Supplies,509.824
2017,Qtr 4,October,9,Furniture,502.4
2017,Qtr 4,October,9,Office Supplies,20.544
2017,Qtr 4,October,9,Technology,23.976
2017,Qtr 4,October,10,Furniture,211.666
2017,Qtr 4,October,10,Office Supplies,24.703
2017,Qtr 4,October,10,Technology,15.992
2017,Qtr 4,October,11,Office Supplies,33.064
2017,Qtr 4,October,13,Furniture,1017.71
2017,Qtr 4,October,13,Office Supplies,440.932
2017,Qtr 4,October,13,Technology,191.976
2017,Qtr 4,October,14,Furniture,102.592
2017,Qtr 4,October,14,Office Supplies,291.912
2017,Qtr 4,October,14,Technology,2941.384
2017,Qtr 4,October,15,Office Supplies,1614.65
2017,Qtr 4,October,15,Technology,5.5
2017,Qtr 4,October,16,Furniture,142.182
2017,Qtr 4,October,17,Furniture,241.646
2017,Qtr 4,October,17,Office Supplies,2261.73
2017,Qtr 4,October,17,Technology,449.97
2017,Qtr 4,October,18,Furniture,307.92
2017,Qtr 4,October,20,Furniture,504.922
2017,Qtr 4,October,20,Office Supplies,123.572
2017,Qtr 4,October,20,Technology,317.68
2017,Qtr 4,October,21,Furniture,1967.192
2017,Qtr 4,October,21,Office Supplies,5470.688
2017,Qtr 4,October,21,Technology,439.392
2017,Qtr 4,October,22,Furniture,173.26
2017,Qtr 4,October,22,Office Supplies,15.02
2017,Qtr 4,October,23,Furniture,16.156
2017,Qtr 4,October,23,Office Supplies,451.266
2017,Qtr 4,October,24,Office Supplies,15.552
2017,Qtr 4,October,24,Technology,1349.946
2017,Qtr 4,October,25,Technology,783.96
2017,Qtr 4,October,27,Furniture,758.824
2017,Qtr 4,October,27,Office Supplies,219.966
2017,Qtr 4,October,28,Furniture,1111.368
2017,Qtr 4,October,28,Office Supplies,1485.277
2017,Qtr 4,October,28,Technology,302.376
2017,Qtr 4,October,29,Furniture,67
2017,Qtr 4,October,29,Office Supplies,64.154
2017,Qtr 4,October,30,Office Supplies,159.002
2017,Qtr 4,October,31,Furniture,2265.725
2017,Qtr 4,October,31,Office Supplies,1484.774
2017,Qtr 4,November,1,Office Supplies,363.462
2017,Qtr 4,November,1,Technology,89.912
2017,Qtr 4,November,3,Furniture,1554.779
2017,Qtr 4,November,3,Office Supplies,1913.076
2017,Qtr 4,November,3,Technology,334.941
2017,Qtr 4,November,4,Furniture,2007.59
2017,Qtr 4,November,4,Office Supplies,1194.828
2017,Qtr 4,November,4,Technology,686.4
2017,Qtr 4,November,5,Furniture,2964.4408
2017,Qtr 4,November,5,Office Supplies,464.82
2017,Qtr 4,November,5,Technology,837.638
2017,Qtr 4,November,6,Furniture,563.536
2017,Qtr 4,November,6,Office Supplies,209.72
2017,Qtr 4,November,7,Furniture,1662.416
2017,Qtr 4,November,7,Office Supplies,924.172
2017,Qtr 4,November,7,Technology,1223.876
2017,Qtr 4,November,8,Furniture,993.9
2017,Qtr 4,November,9,Technology,479.97
2017,Qtr 4,November,10,Furniture,1004.988
2017,Qtr 4,November,10,Office Supplies,2113.758
2017,Qtr 4,November,10,Technology,1604.732
2017,Qtr 4,November,11,Furniture,3472.65
2017,Qtr 4,November,11,Office Supplies,1021.728
2017,Qtr 4,November,11,Technology,449.918
2017,Qtr 4,November,12,Furniture,4158.352
2017,Qtr 4,November,12,Office Supplies,520.626
2017,Qtr 4,November,12,Technology,235.96
2017,Qtr 4,November,13,Furniture,54.08
2017,Qtr 4,November,13,Office Supplies,611.098
2017,Qtr 4,November,13,Technology,2279.96
2017,Qtr 4,November,14,Furniture,856.56
2017,Qtr 4,November,14,Office Supplies,113.596
2017,Qtr 4,November,14,Technology,1803.906
2017,Qtr 4,November,15,Furniture,630.024
2017,Qtr 4,November,15,Office Supplies,1054.928
2017,Qtr 4,November,15,Technology,460.766
2017,Qtr 4,November,16,Office Supplies,36.72
2017,Qtr 4,November,17,Office Supplies,75.508
2017,Qtr 4,November,17,Technology,67.176
2017,Qtr 4,November,18,Furniture,557.068
2017,Qtr 4,November,18,Office Supplies,1425.712
2017,Qtr 4,November,18,Technology,1976.152
2017,Qtr 4,November,19,Furniture,34.288
2017,Qtr 4,November,19,Office Supplies,532.214
2017,Qtr 4,November,19,Technology,71.96
2017,Qtr 4,November,20,Furniture,702.036
2017,Qtr 4,November,20,Office Supplies,620.623
2017,Qtr 4,November,20,Technology,1747.674
2017,Qtr 4,November,21,Furniture,514.21
2017,Qtr 4,November,21,Office Supplies,145.82
2017,Qtr 4,November,21,Technology,516.861
2017,Qtr 4,November,22,Furniture,39.88
2017,Qtr 4,November,22,Office Supplies,253.132
2017,Qtr 4,November,22,Technology,24.032
2017,Qtr 4,November,23,Furniture,84.816
2017,Qtr 4,November,23,Office Supplies,15.8
2017,Qtr 4,November,24,Furniture,2324.632
2017,Qtr 4,November,24,Office Supplies,1538.086
2017,Qtr 4,November,24,Technology,2531.82
2017,Qtr 4,November,25,Furniture,1762.962
2017,Qtr 4,November,25,Office Supplies,1115.728
2017,Qtr 4,November,25,Technology,5099.861
2017,Qtr 4,November,26,Furniture,4315.22
2017,Qtr 4,November,26,Office Supplies,419.571
2017,Qtr 4,November,26,Technology,3594.952
2017,Qtr 4,November,27,Furniture,362.583
2017,Qtr 4,November,27,Office Supplies,457.084
2017,Qtr 4,November,27,Technology,486.102
2017,Qtr 4,November,28,Furniture,530.472
2017,Qtr 4,November,28,Office Supplies,2456.018
2017,Qtr 4,November,28,Technology,441.882
2017,Qtr 4,November,29,Furniture,242.176
2017,Qtr 4,November,29,Technology,58.416
2017,Qtr 4,November,30,Furniture,389.97
2017,Qtr 4,November,30,Office Supplies,543.98
2017,Qtr 4,November,30,Technology,36.192
2017,Qtr 4,December,1,Furniture,1801.265
2017,Qtr 4,December,1,Office Supplies,4382.352
2017,Qtr 4,December,1,Technology,1181.838
2017,Qtr 4,December,2,Furniture,868.804
2017,Qtr 4,December,2,Office Supplies,3020.262
2017,Qtr 4,December,2,Technology,795.55
2017,Qtr 4,December,3,Furniture,2140.888
2017,Qtr 4,December,3,Office Supplies,1478.978
2017,Qtr 4,December,3,Technology,1649.95
2017,Qtr 4,December,4,Furniture,113.79
2017,Qtr 4,December,4,Office Supplies,752.346
2017,Qtr 4,December,4,Technology,78.15
2017,Qtr 4,December,5,Furniture,2225.6
2017,Qtr 4,December,5,Office Supplies,1678.934
2017,Qtr 4,December,5,Technology,1234.4
2017,Qtr 4,December,6,Office Supplies,1791.222
2017,Qtr 4,December,6,Technology,1068.752
2017,Qtr 4,December,8,Furniture,2698.454
2017,Qtr 4,December,8,Office Supplies,463.891
2017,Qtr 4,December,8,Technology,1546.75
2017,Qtr 4,December,9,Furniture,1136.834
2017,Qtr 4,December,9,Office Supplies,588.049
2017,Qtr 4,December,9,Technology,130.6
2017,Qtr 4,December,10,Furniture,1746.468
2017,Qtr 4,December,10,Office Supplies,1662.012
2017,Qtr 4,December,10,Technology,44.75
2017,Qtr 4,December,11,Furniture,2461.796
2017,Qtr 4,December,11,Office Supplies,1451.6
2017,Qtr 4,December,11,Technology,2188.854
2017,Qtr 4,December,12,Furniture,417.12
2017,Qtr 4,December,12,Office Supplies,165.093
2017,Qtr 4,December,12,Technology,1291.832
2017,Qtr 4,December,13,Furniture,1114.272
2017,Qtr 4,December,13,Office Supplies,15.936
2017,Qtr 4,December,13,Technology,63.88
2017,Qtr 4,December,14,Furniture,611.724
2017,Qtr 4,December,14,Office Supplies,216.93
2017,Qtr 4,December,15,Furniture,2231.895
2017,Qtr 4,December,15,Office Supplies,405.192
2017,Qtr 4,December,16,Furniture,563.92
2017,Qtr 4,December,16,Office Supplies,43.412
2017,Qtr 4,December,16,Technology,21.21
2017,Qtr 4,December,17,Furniture,2003.52
2017,Qtr 4,December,17,Office Supplies,10016.014
2017,Qtr 4,December,17,Technology,165.6
2017,Qtr 4,December,18,Furniture,1183.99
2017,Qtr 4,December,18,Office Supplies,4813.818
2017,Qtr 4,December,18,Technology,1053.542
2017,Qtr 4,December,19,Furniture,759.89
2017,Qtr 4,December,19,Office Supplies,55.222
2017,Qtr 4,December,20,Furniture,18.92
2017,Qtr 4,December,20,Office Supplies,49.32
2017,Qtr 4,December,20,Technology,66.3
2017,Qtr 4,December,22,Furniture,919.304
2017,Qtr 4,December,22,Office Supplies,112.264
2017,Qtr 4,December,22,Technology,11.56
2017,Qtr 4,December,23,Furniture,1002.84
2017,Qtr 4,December,23,Office Supplies,1589.751
2017,Qtr 4,December,23,Technology,4373.266
2017,Qtr 4,December,24,Furniture,843.52
2017,Qtr 4,December,24,Office Supplies,641.09
2017,Qtr 4,December,24,Technology,453.65
2017,Qtr 4,December,25,Furniture,6636.863
2017,Qtr 4,December,25,Office Supplies,205.138
2017,Qtr 4,December,25,Technology,3646.054
2017,Qtr 4,December,26,Furniture,1262.004
2017,Qtr 4,December,26,Office Supplies,175.06
2017,Qtr 4,December,26,Technology,392.354
2017,Qtr 4,December,27,Furniture,845.488
2017,Qtr 4,December,27,Office Supplies,74.002
2017,Qtr 4,December,27,Technology,40
2017,Qtr 4,December,29,Furniture,825.01
2017,Qtr 4,December,29,Office Supplies,452.67
2017,Qtr 4,December,30,Furniture,170.786
2017,Qtr 4,December,30,Office Supplies,602.988
2017,Qtr 4,December,31,Office Supplies,429.392
2017,Qtr 4,December,31,Technology,302.376
2018,Qtr 1,January,1,Furniture,975.49
2018,Qtr 1,January,1,Office Supplies,506.338
2018,Qtr 1,January,2,Furniture,913.43
2018,Qtr 1,January,2,Office Supplies,453.834
2018,Qtr 1,January,2,Technology,712.29
2018,Qtr 1,January,3,Office Supplies,2070.272
2018,Qtr 1,January,6,Office Supplies,33.74
2018,Qtr 1,January,7,Office Supplies,335.608
2018,Qtr 1,January,7,Technology,3059.982
2018,Qtr 1,January,8,Furniture,892.98
2018,Qtr 1,January,9,Office Supplies,274.491
2018,Qtr 1,January,12,Furniture,37.68
2018,Qtr 1,January,12,Office Supplies,810.84
2018,Qtr 1,January,13,Furniture,212.94
2018,Qtr 1,January,13,Office Supplies,4406.39
2018,Qtr 1,January,14,Office Supplies,408.37
2018,Qtr 1,January,14,Technology,288.968
2018,Qtr 1,January,15,Office Supplies,2029.704
2018,Qtr 1,January,15,Technology,110.576
2018,Qtr 1,January,16,Furniture,730.262
2018,Qtr 1,January,16,Office Supplies,5500.03
2018,Qtr 1,January,19,Furniture,919.239
2018,Qtr 1,January,19,Office Supplies,664.876
2018,Qtr 1,January,19,Technology,429.6
2018,Qtr 1,January,20,Furniture,207.846
2018,Qtr 1,January,20,Office Supplies,39.24
2018,Qtr 1,January,20,Technology,520.752
2018,Qtr 1,January,21,Furniture,84.98
2018,Qtr 1,January,21,Office Supplies,1145.78
2018,Qtr 1,January,21,Technology,1315.883
2018,Qtr 1,January,22,Office Supplies,1212.422
2018,Qtr 1,January,22,Technology,2999.95
2018,Qtr 1,January,23,Furniture,210.98
2018,Qtr 1,January,23,Office Supplies,57.018
2018,Qtr 1,January,23,Technology,182.336
2018,Qtr 1,January,24,Office Supplies,308.314
2018,Qtr 1,January,24,Technology,110.352
2018,Qtr 1,January,26,Furniture,62.72
2018,Qtr 1,January,26,Office Supplies,52.63
2018,Qtr 1,January,26,Technology,2939.93
2018,Qtr 1,January,27,Office Supplies,14.016
2018,Qtr 1,January,27,Technology,317.898
2018,Qtr 1,January,28,Furniture,37.74
2018,Qtr 1,January,28,Office Supplies,279.9
2018,Qtr 1,January,28,Technology,689.88
2018,Qtr 1,January,29,Office Supplies,158.642
2018,Qtr 1,January,30,Furniture,643.875
2018,Qtr 1,January,30,Office Supplies,290.524
2018,Qtr 1,January,30,Technology,2814.936
2018,Qtr 1,February,2,Furniture,296.84
2018,Qtr 1,February,2,Office Supplies,316.56
2018,Qtr 1,February,2,Technology,299.954
2018,Qtr 1,February,3,Furniture,22.2
2018,Qtr 1,February,3,Office Supplies,900.127
2018,Qtr 1,February,4,Office Supplies,32.67
2018,Qtr 1,February,5,Office Supplies,1891.812
2018,Qtr 1,February,5,Technology,371.2
2018,Qtr 1,February,6,Furniture,600.754
2018,Qtr 1,February,6,Office Supplies,76.14
2018,Qtr 1,February,6,Technology,227.46
2018,Qtr 1,February,9,Furniture,25.104
2018,Qtr 1,February,9,Office Supplies,620.676
2018,Qtr 1,February,9,Technology,127.984
2018,Qtr 1,February,10,Furniture,203.983
2018,Qtr 1,February,10,Office Supplies,23.12
2018,Qtr 1,February,11,Furniture,1110.704
2018,Qtr 1,February,11,Office Supplies,42.036
2018,Qtr 1,February,11,Technology,88.776
2018,Qtr 1,February,13,Furniture,107.53
2018,Qtr 1,February,13,Office Supplies,150.94
2018,Qtr 1,February,13,Technology,799.96
2018,Qtr 1,February,16,Furniture,608.25
2018,Qtr 1,February,16,Office Supplies,714.202
2018,Qtr 1,February,16,Technology,14.99
2018,Qtr 1,February,17,Furniture,1955.5704
2018,Qtr 1,February,17,Office Supplies,359.365
2018,Qtr 1,February,17,Technology,649.882
2018,Qtr 1,February,18,Office Supplies,9.82
2018,Qtr 1,February,18,Technology,277.506
2018,Qtr 1,February,19,Furniture,44.67
2018,Qtr 1,February,19,Office Supplies,1269.92
2018,Qtr 1,February,20,Furniture,477.844
2018,Qtr 1,February,20,Office Supplies,90.91
2018,Qtr 1,February,20,Technology,581.536
2018,Qtr 1,February,21,Technology,47.904
2018,Qtr 1,February,23,Office Supplies,45.84
2018,Qtr 1,February,23,Technology,71.96
2018,Qtr 1,February,24,Office Supplies,128.876
2018,Qtr 1,February,24,Technology,1319.8
2018,Qtr 1,February,25,Furniture,428.704
2018,Qtr 1,February,25,Office Supplies,1.788
2018,Qtr 1,February,26,Furniture,892.224
2018,Qtr 1,February,26,Office Supplies,685.75
2018,Qtr 1,February,26,Technology,889.536
2018,Qtr 1,February,28,Office Supplies,17.62
2018,Qtr 1,March,2,Furniture,441.96
2018,Qtr 1,March,2,Office Supplies,331.45
2018,Qtr 1,March,2,Technology,676.716
2018,Qtr 1,March,3,Furniture,751.004
2018,Qtr 1,March,3,Office Supplies,99.68
2018,Qtr 1,March,3,Technology,1149.42
2018,Qtr 1,March,4,Furniture,103.5
2018,Qtr 1,March,4,Office Supplies,125.322
2018,Qtr 1,March,5,Office Supplies,940.05
2018,Qtr 1,March,5,Technology,299.97
2018,Qtr 1,March,6,Furniture,71.97
2018,Qtr 1,March,6,Office Supplies,499.882
2018,Qtr 1,March,6,Technology,206.384
2018,Qtr 1,March,7,Office Supplies,117.51
2018,Qtr 1,March,7,Technology,49.08
2018,Qtr 1,March,8,Office Supplies,843.1
2018,Qtr 1,March,9,Office Supplies,30.84
2018,Qtr 1,March,9,Technology,679.964
2018,Qtr 1,March,10,Furniture,983.976
2018,Qtr 1,March,10,Office Supplies,67.124
2018,Qtr 1,March,10,Technology,201.852
2018,Qtr 1,March,11,Furniture,181.484
2018,Qtr 1,March,11,Office Supplies,951.494
2018,Qtr 1,March,11,Technology,840.73
2018,Qtr 1,March,12,Office Supplies,283.35
2018,Qtr 1,March,12,Technology,69.93
2018,Qtr 1,March,13,Furniture,89.768
2018,Qtr 1,March,13,Office Supplies,2833.674
2018,Qtr 1,March,13,Technology,1867.908
2018,Qtr 1,March,14,Technology,49.616
2018,Qtr 1,March,16,Furniture,51.264
2018,Qtr 1,March,16,Office Supplies,653.341
2018,Qtr 1,March,16,Technology,1309.776
2018,Qtr 1,March,17,Office Supplies,294.386
2018,Qtr 1,March,17,Technology,248.36
2018,Qtr 1,March,18,Furniture,82.524
2018,Qtr 1,March,18,Office Supplies,379.874
2018,Qtr 1,March,18,Technology,565.36
2018,Qtr 1,March,19,Furniture,728.09
2018,Qtr 1,March,19,Office Supplies,472.214
2018,Qtr 1,March,19,Technology,957.004
2018,Qtr 1,March,20,Furniture,2.91
2018,Qtr 1,March,20,Office Supplies,392.728
2018,Qtr 1,March,20,Technology,503.93
2018,Qtr 1,March,21,Furniture,1828.02
2018,Qtr 1,March,21,Office Supplies,1504.616
2018,Qtr 1,March,23,Furniture,211.84
2018,Qtr 1,March,23,Office Supplies,604.268
2018,Qtr 1,March,23,Technology,13999.96
2018,Qtr 1,March,24,Furniture,479.61
2018,Qtr 1,March,24,Office Supplies,281.698
2018,Qtr 1,March,24,Technology,495.99
2018,Qtr 1,March,25,Furniture,1986.52
2018,Qtr 1,March,25,Office Supplies,418.978
2018,Qtr 1,March,25,Technology,1161.528
2018,Qtr 1,March,26,Furniture,318.408
2018,Qtr 1,March,26,Office Supplies,217.342
2018,Qtr 1,March,26,Technology,2717.13
2018,Qtr 1,March,27,Furniture,2142.244
2018,Qtr 1,March,27,Office Supplies,545.18
2018,Qtr 1,March,27,Technology,246.092
2018,Qtr 1,March,28,Furniture,48.04
2018,Qtr 1,March,28,Office Supplies,923.942
2018,Qtr 1,March,28,Technology,532.72
2018,Qtr 1,March,29,Office Supplies,81.4
2018,Qtr 1,March,30,Furniture,94.2
2018,Qtr 1,March,30,Office Supplies,397.415
2018,Qtr 1,March,30,Technology,164.792
2018,Qtr 1,March,31,Furniture,296.1128
2018,Qtr 1,March,31,Office Supplies,250.488
2018,Qtr 1,March,31,Technology,4434.41
2018,Qtr 2,April,1,Furniture,828.966
2018,Qtr 2,April,1,Office Supplies,320.062
2018,Qtr 2,April,1,Technology,4823.96
2018,Qtr 2,April,2,Furniture,436.91
2018,Qtr 2,April,2,Office Supplies,26.06
2018,Qtr 2,April,2,Technology,360
2018,Qtr 2,April,3,Furniture,25.472
2018,Qtr 2,April,3,Office Supplies,7.056
2018,Qtr 2,April,4,Office Supplies,264.39
2018,Qtr 2,April,4,Technology,544.08
2018,Qtr 2,April,6,Office Supplies,114.42
2018,Qtr 2,April,7,Furniture,1112.5465
2018,Qtr 2,April,7,Office Supplies,21.584
2018,Qtr 2,April,7,Technology,837.16
2018,Qtr 2,April,8,Furniture,637.14
2018,Qtr 2,April,8,Office Supplies,5764.79
2018,Qtr 2,April,9,Office Supplies,1626.71
2018,Qtr 2,April,10,Furniture,48.992
2018,Qtr 2,April,10,Office Supplies,510.811
2018,Qtr 2,April,10,Technology,195.726
2018,Qtr 2,April,11,Office Supplies,92.736
2018,Qtr 2,April,11,Technology,227.07
2018,Qtr 2,April,12,Office Supplies,69.66
2018,Qtr 2,April,13,Furniture,436.704
2018,Qtr 2,April,13,Office Supplies,909.12
2018,Qtr 2,April,14,Furniture,515.074
2018,Qtr 2,April,14,Office Supplies,137.856
2018,Qtr 2,April,15,Furniture,196.45
2018,Qtr 2,April,15,Office Supplies,135.888
2018,Qtr 2,April,16,Furniture,102.833
2018,Qtr 2,April,16,Office Supplies,815.616
2018,Qtr 2,April,16,Technology,25.98
2018,Qtr 2,April,17,Furniture,278.664
2018,Qtr 2,April,17,Office Supplies,327.92
2018,Qtr 2,April,17,Technology,2824.875
2018,Qtr 2,April,20,Furniture,470.394
2018,Qtr 2,April,20,Office Supplies,583.22
2018,Qtr 2,April,21,Furniture,1071.42
2018,Qtr 2,April,21,Office Supplies,123.628
2018,Qtr 2,April,21,Technology,59.516
2018,Qtr 2,April,22,Furniture,272.632
2018,Qtr 2,April,22,Office Supplies,675.06
2018,Qtr 2,April,23,Furniture,567.252
2018,Qtr 2,April,23,Office Supplies,431.222
2018,Qtr 2,April,23,Technology,200.748
2018,Qtr 2,April,24,Office Supplies,306.578
2018,Qtr 2,April,24,Technology,621.98
2018,Qtr 2,April,25,Furniture,344.981
2018,Qtr 2,April,25,Office Supplies,225.162
2018,Qtr 2,April,25,Technology,107.97
2018,Qtr 2,April,26,Furniture,1.988
2018,Qtr 2,April,26,Office Supplies,59.62
2018,Qtr 2,April,27,Furniture,359.8456
2018,Qtr 2,April,27,Office Supplies,216.73
2018,Qtr 2,April,28,Office Supplies,43.312
2018,Qtr 2,April,28,Technology,751.984
2018,Qtr 2,April,29,Furniture,1048.35
2018,Qtr 2,April,29,Office Supplies,4.91
2018,Qtr 2,April,30,Furniture,309.344
2018,Qtr 2,April,30,Office Supplies,400.826
2018,Qtr 2,April,30,Technology,679.956
2018,Qtr 2,May,1,Furniture,4051.534
2018,Qtr 2,May,1,Office Supplies,7.936
2018,Qtr 2,May,1,Technology,48.9
2018,Qtr 2,May,2,Furniture,129.93
2018,Qtr 2,May,2,Office Supplies,109.62
2018,Qtr 2,May,2,Technology,159.56
2018,Qtr 2,May,3,Furniture,405.918
2018,Qtr 2,May,3,Office Supplies,980.428
2018,Qtr 2,May,4,Furniture,300.904
2018,Qtr 2,May,4,Office Supplies,661.381
2018,Qtr 2,May,4,Technology,183.96
2018,Qtr 2,May,5,Furniture,89.991
2018,Qtr 2,May,5,Office Supplies,95.132
2018,Qtr 2,May,6,Furniture,623.4648
2018,Qtr 2,May,6,Office Supplies,1332.025
2018,Qtr 2,May,6,Technology,1035.912
2018,Qtr 2,May,7,Furniture,1962.09
2018,Qtr 2,May,7,Office Supplies,87.444
2018,Qtr 2,May,7,Technology,499.934
2018,Qtr 2,May,8,Furniture,176.05
2018,Qtr 2,May,8,Office Supplies,122.552
2018,Qtr 2,May,8,Technology,3359.952
2018,Qtr 2,May,9,Furniture,493.85
2018,Qtr 2,May,9,Office Supplies,384.392
2018,Qtr 2,May,9,Technology,199.98
2018,Qtr 2,May,11,Furniture,217.975
2018,Qtr 2,May,11,Office Supplies,231.494
2018,Qtr 2,May,12,Furniture,328.33
2018,Qtr 2,May,12,Office Supplies,554.654
2018,Qtr 2,May,12,Technology,87.4
2018,Qtr 2,May,13,Furniture,458.43
2018,Qtr 2,May,13,Office Supplies,2019.978
2018,Qtr 2,May,13,Technology,587.97
2018,Qtr 2,May,14,Furniture,1179.67
2018,Qtr 2,May,14,Office Supplies,964.53
2018,Qtr 2,May,14,Technology,2037.862
2018,Qtr 2,May,15,Furniture,303.544
2018,Qtr 2,May,15,Office Supplies,77.008
2018,Qtr 2,May,15,Technology,40.712
2018,Qtr 2,May,16,Office Supplies,221.024
2018,Qtr 2,May,18,Furniture,342
2018,Qtr 2,May,18,Office Supplies,902.076
2018,Qtr 2,May,18,Technology,586.432
2018,Qtr 2,May,19,Furniture,2624.58
2018,Qtr 2,May,19,Office Supplies,1108.57
2018,Qtr 2,May,19,Technology,1186.032
2018,Qtr 2,May,20,Furniture,525.252
2018,Qtr 2,May,20,Office Supplies,1005.998
2018,Qtr 2,May,20,Technology,1466.328
2018,Qtr 2,May,21,Furniture,520.05
2018,Qtr 2,May,21,Office Supplies,17.97
2018,Qtr 2,May,22,Furniture,181.986
2018,Qtr 2,May,22,Office Supplies,86.116
2018,Qtr 2,May,22,Technology,68.46
2018,Qtr 2,May,23,Furniture,171.288
2018,Qtr 2,May,23,Office Supplies,70.148
2018,Qtr 2,May,25,Furniture,18.84
2018,Qtr 2,May,25,Office Supplies,747.186
2018,Qtr 2,May,25,Technology,120
2018,Qtr 2,May,26,Office Supplies,247.16
2018,Qtr 2,May,26,Technology,23.08
2018,Qtr 2,May,27,Furniture,512.3
2018,Qtr 2,May,27,Office Supplies,604.91
2018,Qtr 2,May,27,Technology,967.698
2018,Qtr 2,May,28,Furniture,799.689
2018,Qtr 2,May,28,Office Supplies,158.118
2018,Qtr 2,May,28,Technology,522.296
2018,Qtr 2,May,29,Furniture,71.664
2018,Qtr 2,May,29,Office Supplies,619.444
2018,Qtr 2,May,30,Furniture,468.2284
2018,Qtr 2,May,30,Office Supplies,76.51
2018,Qtr 2,May,30,Technology,192.152
2018,Qtr 2,June,1,Office Supplies,427.666
2018,Qtr 2,June,1,Technology,158.376
2018,Qtr 2,June,2,Office Supplies,132.736
2018,Qtr 2,June,2,Technology,2.97
2018,Qtr 2,June,3,Furniture,661.504
2018,Qtr 2,June,3,Office Supplies,247.27
2018,Qtr 2,June,3,Technology,2043.262
2018,Qtr 2,June,4,Furniture,62.32
2018,Qtr 2,June,4,Office Supplies,145.11
2018,Qtr 2,June,4,Technology,71.984
2018,Qtr 2,June,5,Office Supplies,20.736
2018,Qtr 2,June,5,Technology,470.376
2018,Qtr 2,June,6,Furniture,4.95
2018,Qtr 2,June,6,Office Supplies,26.4
2018,Qtr 2,June,8,Furniture,1497.666
2018,Qtr 2,June,8,Office Supplies,240.732
2018,Qtr 2,June,8,Technology,488.64
2018,Qtr 2,June,9,Furniture,132.901
2018,Qtr 2,June,9,Office Supplies,806.232
